Country Name,Country Code,Series,Series Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Switzerland,CHE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Switzerland,CHE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,82.49,..,80.34,79.2,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Syrian Arab Republic,SYR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,88.62983,..,..,..,..,95.35863,..,..,..,..,..,..,..
Tajikistan,TJK,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,98.01894,..,..,..,..,98.86272,..,..,..,..,..,..,..
Tajikistan,TJK,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,59.54166,..,..,..,..,71.62809,..,..,..,..,..,..,..
Tanzania,TZA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,14.0489,..,..,..,..,28.71572,..,..,..,..,..,..,..,..,..
Tanzania,TZA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,71.18529,..,..,..,..,79.53711,..,..,..,..,..,..,..,..,..
Tanzania,TZA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,3.35563,..,..,..,..,8.23667,..,..,..,..,..,..,..,..,..
Thailand,THA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,86.3279,..,..,83.03407,..,..,..,..,..,..,..,..
Thailand,THA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,98.1352,..,..,98.1323,..,..,..,..,..,..,..,..
Thailand,THA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,54.14956,..,..,57.43927,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,43.87132,..,..,..,..,..,..,66.04147,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Completion rate, primary education, both sexes (%)",UIS.CR.1,60.06091,..,..,..,..,..,..,80.48493,..,..,..,..,..,..,..,..
Timor-Leste,TLS,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,50.82143,..,..,..,..,..,..,51.89265,..,..,..,..,..,..,..,..
Togo,TGO,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,26.85206,..,..,..,23.87192,..,..,47.48649,..,..,..,..,..,..,..
Togo,TGO,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,57.44461,..,..,..,61.28725,..,..,79.82733,..,..,..,..,..,..,..
Togo,TGO,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,9.70426,..,..,..,15.00666,..,..,21.27341,..,..,..,..,..,..,..
Tokelau,TKL,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tokelau,TKL,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tonga,TON,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,94.15,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,97.27,..,..,..,..,..,..,..,..,..,..,..,..,..
Trinidad and Tobago,TTO,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,85.15,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,TUN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,69.20358,..,..,..,..,..,74.23895,..,..,..,..,..,..
Tunisia,TUN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,93.99497,..,..,..,..,..,95.09541,..,..,..,..,..,..
Tunisia,TUN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,44.18924,..,..,..,..,..,48.78103,..,..,..,..,..,..
Turkiye,TUR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,92.33849,..,..,..,..,..,..,..,..,..,..
Turkiye,TUR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,98.49266,..,..,..,..,..,..,..,..,..,..
Turkiye,TUR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,55.87489,..,..,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,99.61652,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,99.85399,..,..,..,..,..,..,..,..
Turkmenistan,TKM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,95.62762,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,23.13565,..,..,..,..,26.19082,..,..,..,..,..,..,..,..
Uganda,UGA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,39.38338,..,..,..,..,43.61862,..,..,..,..,..,..,..,..
Uganda,UGA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,15.97913,..,..,..,..,17.63543,..,..,..,..,..,..,..,..
Ukraine,UKR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,99.45947,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,99.58049,..,..,..,..,..,..,..,..,..,..,..
Ukraine,UKR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,95.28717,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Arab Emirates,ARE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,100,..,100,100,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,GBR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,93.29,..,93.64,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,98.32961,..,..,98.55,..,98.75433,98.8131,98.86367,..,..,..,..,..,..,..
United States,USA,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,99.67774,..,..,99.34,..,99.73084,99.68895,99.7026,..,..,..,..,..,..,..
United States,USA,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,90.11853,..,..,91.55,..,93.02457,93.70478,94.27458,..,..,..,..,..,..,..
Upper middle income,UMC,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,URY,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,65.89,63.57,64.7,65.71,63.2034,67.21,68.65,69.65,72.44,73.21,..,..,..,..,..,..
Uruguay,URY,"Completion rate, primary education, both sexes (%)",UIS.CR.1,96.34,96.17,97,96.95,96.99595,97.3,97.28,97.94,98.01,97.6,..,..,..,..,..,..
Uruguay,URY,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,33.96,33.54,36.53,34.4,33.07443,35.31,35.14,36.33,38.9,40.35,..,..,..,..,..,..
Uzbekistan,UZB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uzbekistan,UZB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,77.97,78.38,79.76,75.58,78.98,79.59,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Completion rate, primary education, both sexes (%)",UIS.CR.1,92.51,92.72,93.69,94.22,94.61,94.07,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,66,67.99,69.89,68.66,70.54,70.07,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,77.66713,..,80.54251,..,..,83.43417,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,95.59169,..,95.5281,..,..,96.57267,..,..,..,..,..,..,..,..,..,..
Viet Nam,VNM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,35.1021,..,48.39104,..,..,55.10667,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,86.22,..,..,..,85.94047,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,98.78,..,..,..,99.11888,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,63.56,..,..,..,62.15511,..,..,..,..,..,..,..,..,..,..
World,WLD,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,..,..,..,46.49128,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,..,..,..,62.33444,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,..,..,..,30.60272,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,..,48.58798,..,..,51.45444,..,..,..,..,51.08693,..,..,..,..,..,..
Zambia,ZMB,"Completion rate, primary education, both sexes (%)",UIS.CR.1,..,69.43613,..,..,74.97741,..,..,..,..,72.13784,..,..,..,..,..,..
Zambia,ZMB,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,..,30.08559,..,..,28.49827,..,..,..,..,28.96631,..,..,..,..,..,..
Zimbabwe,ZWE,"Completion rate, lower secondary education, both sexes (%)",UIS.CR.2,69.74,71.66262,..,..,..,69.74,72.62408,..,..,..,53.94247,..,..,..,..,..
Zimbabwe,ZWE,"Completion rate, primary education, both sexes (%)",UIS.CR.1,85.83,88.25243,..,..,..,86.77,88.2131,..,..,..,88.80678,..,..,..,..,..
Zimbabwe,ZWE,"Completion rate, upper secondary education, both sexes (%)",UIS.CR.3,12.99,12.11782,..,..,..,9.76,12.54991,..,..,..,13.9689,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: Education Statistics - All Indicators,,,,,,,,,,,,,,,,,,,
Last Updated: 06/25/2024,,,,,,,,,,,,,,,,,,,
