year,country,team_size_all,team_size_male,team_size_female,p1,p2,p3,p4,p5,p6,p7,awards_gold,awards_silver,awards_bronze,awards_honorable_mentions,leader,deputy_leader,total_score,average_score_per_contestant,medal_Efficiency,Country Code,Value_gross_enr_ratio_for_tertirary_edu,Value_gov_expen_as_perc_of_GPP,Value_literacy_rate,Region,Income Group,Gov_Investment_Per_Medal,Lit_Performance_Ratio
2018,Indonesia,6,6,NA,42,38,3,42,36,10,NA,1,5,0,0,Aleams Barra,Hery Susanto,171,28.5,1,IDN,36.8,0.99,100,East Asia & Pacific,Lower middle income,0.165,3.508771929824561
2018,Australia,6,6,NA,42,34,13,42,31,7,NA,2,3,1,0,Angelo Di Pasquale,Andrew Thomas Elvey Price,169,28.166666666666668,1,AUS,103.32,5.41,NA,NA,NA,0.9016666666666667,NA
2018,United Kingdom,6,6,NA,42,30,7,37,33,12,NA,1,4,0,1,Geoff Smith,Dominic Yeo,161,26.833333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2018,Japan,6,6,NA,40,37,3,32,36,10,NA,1,3,2,0,Yasuo Morita,Keiko Tasaki,158,26.333333333333332,1,JPN,62.21,3.08,98.65081,East Asia & Pacific,High income: OECD,0.5133333333333333,3.746233291139241
2018,Serbia,6,5,1,42,37,5,35,35,4,NA,2,2,2,0,Marko Radovanović,Bojan Bašić,158,26.333333333333332,1,SRB,68.32,3.58,99.67011,Europe & Central Asia,Upper middle income,0.5966666666666667,3.7849408860759493
2018,Hungary,6,5,1,42,28,2,41,35,9,NA,0,4,2,0,József Pelikán,Sándor Dobos,157,26.166666666666668,1,HUN,50.9,4.62,99.67011,Europe & Central Asia,Upper middle income,0.77,3.8090487898089167
2018,Canada,6,6,NA,42,27,1,42,36,8,NA,0,5,1,0,James Rickards,Calvin Deng,156,26,1,CAN,69.58,4.89,NA,North America,High income: OECD,0.815,NA
2018,Italy,6,6,NA,42,31,1,37,37,6,NA,0,4,2,0,Massimo Gobbino,Alessandra Caraceni,154,25.666666666666668,1,ITA,64.48,4.26,99.93,Europe & Central Asia,High income: OECD,0.71,3.8933766233766236
2018,Kazakhstan,6,5,1,42,29,0,42,33,5,NA,0,4,2,0,Damir Yeliussizov,Anton Vassilyev,151,25.166666666666668,1,KAZ,53.52,3.15,99.89736,Europe & Central Asia,Upper middle income,0.525,3.969431523178808
2018,Islamic Republic of Iran,6,6,NA,42,37,6,39,18,8,NA,1,3,1,1,Omid Hatami Varzaneh,Seyed Hesam Firouzi,150,25,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2018,Vietnam,6,6,NA,42,40,7,25,29,5,NA,1,2,3,0,Anh Vinh Lê,Bá Khánh Trình Lê,148,24.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2018,Bulgaria,6,6,NA,42,30,2,35,29,8,NA,1,3,1,1,Peter Boyvalenkov,Emil Kolev,146,24.333333333333332,0.8333333333333334,BGR,83.13,4.05,99.67011,Europe & Central Asia,Upper middle income,0.8099999999999999,4.096031917808219
2018,Croatia,6,6,NA,35,33,0,36,38,3,NA,0,4,1,0,Matija Bucić,Petar Bakić,145,24.166666666666668,0.8333333333333334,HRV,72.86,3.91,99.67011,Europe & Central Asia,High income: nonOECD,0.782,4.124280413793103
2018,Slovakia,6,5,1,37,28,0,42,32,1,NA,0,3,3,0,Peter Novotný,Patrik Bak,140,23.333333333333332,1,NA,47.81,3.95,NA,NA,NA,0.6583333333333333,NA
2018,Sweden,6,6,NA,42,23,5,42,24,2,NA,1,2,2,1,Paul Vaderlind,Victor Ufnarovski,138,23,0.8333333333333334,SWE,73.41,7.64,99.67011,Europe & Central Asia,High income: OECD,1.528,4.33348304347826
2018,Türkiye,6,6,NA,42,30,7,31,26,2,NA,1,1,4,0,Azer Kerimov,Selim Bahadır,138,23,1,NA,115.46,4.3,99.39,NA,NA,0.7166666666666667,4.321304347826087
2018,Israel,6,5,1,38,30,2,31,26,9,NA,0,2,4,0,Dan Carmon,Lev Radzivilovsky,136,22.666666666666668,1,ISR,57.39,6.06,89.90199,Middle East & North Africa,High income: OECD,1.01,3.966264264705882
2018,Georgia,6,6,NA,42,17,0,40,23,11,NA,0,1,5,0,George Chelidze,Givi Nadibaidze,133,22.166666666666668,1,GEO,66.04,3.46,99.92,Europe & Central Asia,Lower middle income,0.5766666666666667,4.507669172932331
2018,Brazil,6,6,NA,35,30,1,42,13,11,NA,1,0,4,1,Régis Prado Barbosa,José Armando Barbosa Filho,132,22,0.8333333333333334,BRA,51.19,6.09,99.04,NA,NA,1.218,4.501818181818182
2018,India,6,6,NA,36,28,0,28,33,7,NA,0,3,2,1,Venkatachala Belur Jana,Prashant Sohani,132,22,0.8333333333333334,IND,28.53,4.38,91.66404,South Asia,Lower middle income,0.876,4.166547272727272
2018,Mongolia,6,6,NA,42,28,0,42,18,2,NA,0,1,5,0,Bayarmagnai Gombodorj,Battsengel Baasanjav,132,22,1,MNG,65.65,4,99.53,East Asia & Pacific,Lower middle income,0.6666666666666666,4.524090909090909
2018,Germany,6,6,NA,30,23,3,42,24,9,NA,1,2,1,2,Jürgen Prestin,Christian Reiher,131,21.833333333333332,0.6666666666666666,DEU,69.16,4.98,99.67011,Europe & Central Asia,High income: OECD,1.245,4.56504320610687
2018,Armenia,6,5,1,42,25,0,37,26,0,NA,0,2,4,0,Smbat Gogyan,Gurgen Asatryan,130,21.666666666666668,1,ARM,56.17,2.26,99.67011,Europe & Central Asia,Lower middle income,0.37666666666666665,4.600158923076923
2018,France,6,6,NA,30,22,1,42,23,11,NA,1,1,4,0,Jean-Louis Tu,Cécile Gachet,129,21.5,1,FRA,67.54,5.41,99.67011,Europe & Central Asia,High income: OECD,0.9016666666666667,4.635819069767441
2018,Romania,6,6,NA,41,33,0,25,24,6,NA,1,1,2,2,Cătălin-Liviu Gherghe,Mihai Chiş,129,21.5,0.6666666666666666,ROU,51.99,3.32,99.42919,Europe & Central Asia,Upper middle income,0.83,4.624613488372093
2018,Peru,6,5,1,42,24,0,33,24,2,NA,0,2,3,1,Fidel Guillermo Jimenez Pasapera,Jonathan Samuel Farfan Vargas,125,20.833333333333332,0.8333333333333334,PER,NA,3.71,99.04,Latin America & Caribbean,Upper middle income,0.742,4.753920000000001
2018,Mexico,6,6,NA,36,20,0,38,23,6,NA,0,1,4,1,Marco Antonio Figueroa Ibarra,Daniel Perales Anaya,123,20.5,0.8333333333333334,MEX,41.64,4.14,98.61,NA,NA,0.828,4.810243902439025
2018,Netherlands,6,6,NA,35,22,0,42,23,1,NA,0,1,4,1,Quintijn Puite,Birgit van Dalen,123,20.5,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2018,Philippines,6,6,NA,42,26,3,33,16,1,NA,1,1,2,2,Richard Eden,Christian Paul Chan Shio,121,20.166666666666668,0.6666666666666666,PHL,29.43,3.86,98.65081,East Asia & Pacific,Lower middle income,0.965,4.891775702479339
2018,Argentina,6,6,NA,36,16,0,39,22,2,NA,0,1,4,0,Patricia Fauring,Martín Mereb,115,19.166666666666668,0.8333333333333334,ARG,90.97,4.88,99.50552,NA,NA,0.976,5.191592347826087
2018,Czech Republic,6,5,1,36,22,0,35,19,3,NA,0,2,2,2,Josef Tkadlec,Michal Rolínek,115,19.166666666666668,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2018,Bangladesh,6,6,NA,42,30,3,27,10,2,NA,1,0,3,2,Mahbubul Alam Majumdar,A A Munir Hasan,114,19,0.6666666666666666,BGD,19.7,1.66,93,NA,NA,0.415,4.894736842105263
2018,Slovenia,6,6,NA,33,14,4,37,14,2,NA,0,1,1,4,Gregor Dolinar,Jakob Jurij Snoj,104,17.333333333333332,0.3333333333333333,SVN,77.3,4.93,99.67011,Europe & Central Asia,High income: OECD,2.465,5.750198653846154
2018,Bosnia and Herzegovina,6,5,1,39,17,0,36,10,1,NA,0,0,4,2,Admir Beširević,Marko Ćitić,103,17.166666666666668,0.6666666666666666,BIH,43.16,3.89,99.67011,Europe & Central Asia,Upper middle income,0.9725,5.806025825242718
2018,Tajikistan,6,6,NA,42,27,0,16,17,1,NA,0,0,5,1,Umed Karimov,Pirahmad Olimjon,103,17.166666666666668,0.8333333333333334,TJK,NA,5.39,99.67011,Europe & Central Asia,Low income,1.0779999999999998,5.806025825242718
2018,Belarus,6,6,NA,32,14,1,28,25,2,NA,0,0,4,1,Igor Voronovich,Mikhail Karpuk,102,17,0.6666666666666666,BLR,84.54,5.38,99.85,Europe & Central Asia,Upper middle income,1.345,5.8735294117647054
2018,New Zealand,6,6,NA,35,19,0,34,14,0,NA,0,1,2,3,Ross Atkins,Peter Huxford,102,17,0.5,NZL,81.25,5.19,98.65081,East Asia & Pacific,High income: OECD,1.7300000000000002,5.802988823529412
2018,Belgium,6,5,1,35,16,0,28,10,3,NA,0,0,4,1,Bart Windels,Philippe Niederkorn,92,15.333333333333334,0.6666666666666666,BEL,79.12,6.38,NA,NA,NA,1.595,NA
2018,Malaysia,6,6,NA,35,18,0,18,18,1,NA,0,0,2,3,Muhammad Syafiq Johar,Nor Sakinah Mohamad,90,15,0.3333333333333333,MYS,45.28,4.13,97,East Asia & Pacific,Upper middle income,2.065,6.466666666666667
2018,Hong Kong,6,6,NA,32,22,0,14,17,4,NA,0,0,2,4,Ka Ho Law,Shun Ming Samuel Lee,89,14.833333333333334,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2018,Republic of Moldova,6,6,NA,35,14,0,18,16,3,NA,0,0,3,3,Valeriu Baltag,Valeriu Guțu,86,14.333333333333334,0.5,NA,52.84,5.54,99.67011,Europe & Central Asia,Lower middle income,1.8466666666666667,6.953728604651162
2018,Estonia,6,5,1,25,16,0,26,12,1,NA,0,1,0,3,Oleg Košik,Sandra Schumann,80,13.333333333333334,0.16666666666666666,EST,72.07,5.24,99.67011,Europe & Central Asia,High income: OECD,5.24,7.4752582499999995
2018,Lithuania,6,3,3,35,10,0,20,12,0,NA,0,0,2,3,Artūras Dubickas,Leonas Narkevičius,77,12.833333333333334,0.3333333333333333,LTU,69.72,3.89,99.67011,Europe & Central Asia,High income: nonOECD,1.945,7.766502077922077
2018,Portugal,6,5,1,24,13,0,28,11,1,NA,0,0,2,3,Joana Teles,Rodrigo Matias,77,12.833333333333334,0.3333333333333333,PRT,65.03,4.68,99.66392,Europe & Central Asia,High income: OECD,2.34,7.766019740259741
2018,Greece,6,6,NA,36,11,0,16,9,2,NA,0,0,2,2,Anargyros Fellouris,Evangelos Zotos,74,12.333333333333334,0.3333333333333333,GRC,140.95,3.6,99.16,Europe & Central Asia,High income: OECD,1.8,8.04
2018,Spain,6,6,NA,36,9,0,18,11,0,NA,0,0,2,4,María Gaspar,Óscar Rivero,74,12.333333333333334,0.3333333333333333,ESP,92.17,4.18,100,NA,NA,2.09,8.108108108108107
2018,Norway,6,5,1,21,11,0,24,15,2,NA,0,0,2,1,Dávid Kunszenti-Kovács,Johannes Kleppe,73,12.166666666666666,0.3333333333333333,NOR,85.39,7.6,99.67011,Europe & Central Asia,High income: OECD,3.8,8.192063835616437
2018,Austria,6,5,1,15,18,0,20,19,0,NA,0,0,3,1,Robert Geretschläger,Stefan Leopoldseder,72,12,0.5,AUT,85.87,5.23,99.67011,Europe & Central Asia,High income: OECD,1.7433333333333334,8.305842499999999
2018,Denmark,6,6,NA,23,15,0,22,10,1,NA,0,0,3,0,Kirsten Rosenkilde,Frederik Ravn Klausen,71,11.833333333333334,0.5,DNK,81.14,7.3,99.67011,Europe & Central Asia,High income: OECD,2.433333333333333,8.422826197183097
2018,Finland,6,5,1,21,13,0,25,10,1,NA,0,0,2,2,Neea Palojärvi,Otte Heinävaara,70,11.666666666666666,0.3333333333333333,FIN,92.39,6.28,99.67011,Europe & Central Asia,High income: OECD,3.14,8.543152285714285
2018,Saudi Arabia,6,5,1,22,16,0,15,14,2,NA,0,1,1,1,Fawzi Al-Thukair,Tarek Shehata,69,11.5,0.3333333333333333,SAU,74.53,NA,89.90199,Middle East & North Africa,High income: nonOECD,NA,7.817564347826087
2018,Syria,6,6,NA,30,13,0,9,17,0,NA,0,0,2,2,Omran Kouba,Abdullatif Hanano,69,11.5,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
2018,South Africa,6,6,NA,31,9,0,16,9,1,NA,0,0,1,4,Liam Baker,Phil Labuschagne,66,11,0.16666666666666666,ZAF,23.39,5.64,75.92827,Sub-Saharan Africa,Upper middle income,5.64,6.90257
2018,Costa Rica,5,5,NA,29,7,0,19,10,0,NA,0,0,2,2,Edward Leonardo Coto Mora,German José Mora Sáenz,65,13,0.4,CRI,52.87,6.77,80.55,Latin America & Caribbean,Upper middle income,3.385,6.196153846153846
2018,Turkmenistan,6,6,NA,36,9,0,16,3,1,NA,0,0,1,4,Arslan Hojiyev,Gurbangeldi Bayjayev,65,10.833333333333334,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2018,Macau,6,5,1,31,12,0,13,5,0,NA,0,0,1,3,Lung Yam Wan,Hio Tong Wu,61,10.166666666666666,0.16666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2018,Colombia,6,5,1,29,9,0,16,3,2,NA,0,0,1,2,Maria Elizabeth Losada,Juan Sebastian Díaz,59,9.833333333333334,0.16666666666666666,COL,57.32,NA,98.88,Latin America & Caribbean,Upper middle income,NA,10.055593220338983
2018,Iceland,6,6,NA,22,4,0,27,3,0,NA,0,0,1,3,Marteinn Þór Harðarson,Jóhanna Katrín Eggertsdóttir,56,9.333333333333334,0.16666666666666666,ISL,69.34,7.56,99.67011,Europe & Central Asia,High income: OECD,7.56,10.678940357142856
2018,Switzerland,6,6,NA,13,11,0,23,5,0,NA,0,0,1,1,Arnaud Maret,Cyril Jonas Frei,52,8.666666666666666,0.16666666666666666,CHE,64.35,4.93,99.67011,Europe & Central Asia,High income: OECD,4.93,11.500397307692309
2018,Azerbaijan,6,6,NA,28,8,0,9,3,2,NA,0,0,0,5,Fuad Garayev,Mahammad Shirinov,50,8.333333333333334,0,AZE,28.97,2.46,99.67011,Europe & Central Asia,Upper middle income,NA,11.960413199999998
2018,Tunisia,6,6,NA,27,7,0,10,5,0,NA,0,0,0,3,Salah Marzougui,Mohsen Ben Ahmed Ben Abdallah,49,8.166666666666666,0,TUN,31.14,NA,97.98,Middle East & North Africa,Upper middle income,NA,11.997551020408165
2018,Ecuador,6,4,2,19,4,0,19,4,2,NA,0,0,0,3,Fernando Alberto Alvarez,Anthony Flores,48,8,0,ECU,47.33,4.62,96.5,Latin America & Caribbean,Upper middle income,NA,12.0625
2018,Sri Lanka,6,4,2,28,6,0,9,4,0,NA,0,0,1,3,Kaushika De Silva,Rusiru Rangika Gambheera Arachchige,47,7.833333333333333,0.16666666666666666,LKA,18.67,1.99,99,NA,NA,1.99,12.638297872340425
2018,Morocco,6,6,NA,27,6,0,6,6,1,NA,0,0,0,3,Mohamed Berraho,Mohamed El Ibbaoui,46,7.666666666666667,0,MAR,35.62,4.96,97.73,Middle East & North Africa,Lower middle income,NA,12.747391304347826
2018,Puerto Rico,6,5,1,19,4,0,13,10,0,NA,0,0,1,1,Luis Fernando Cáceres Duque,Omar Colón Reyes,46,7.666666666666667,0.16666666666666666,PRI,102.15,NA,98.54553,Latin America & Caribbean,High income: nonOECD,NA,12.853764782608694
2018,Cyprus,5,5,NA,13,11,0,18,3,0,NA,0,0,1,1,Andreas Philippou,Theoklitos Paragyiou,45,9,0.2,CYP,81.34,5.03,99.67011,Europe & Central Asia,High income: nonOECD,5.03,11.074456666666666
2018,Ireland,6,4,2,19,2,0,19,2,1,NA,0,0,1,1,Mark Flanagan,Anca Mustata,43,7.166666666666667,0.16666666666666666,IRL,77.28,3.38,99.67011,Europe & Central Asia,High income: OECD,3.38,13.907457209302324
2018,Kyrgyzstan,6,5,1,28,5,0,7,1,0,NA,0,0,0,4,Saltanat Saparalieva,Ruhidin Asanov,41,6.833333333333333,0,NA,39.92,5.55,99.67011,Europe & Central Asia,Lower middle income,NA,14.58586975609756
2018,Latvia,6,4,2,9,12,0,13,5,1,NA,0,0,0,2,Filips Jeļisejevs,Juris Škuškovniks,40,6.666666666666667,0,LVA,93.02,4.24,99.82,Europe & Central Asia,High income: nonOECD,NA,14.972999999999999
2018,Albania,6,5,1,19,3,0,6,9,0,NA,0,0,0,1,Adrian Naço,Enkel Hysnelaj,37,6.166666666666667,0,ALB,56.08,3.15,99.33,Europe & Central Asia,Upper middle income,NA,16.107567567567568
2018,Pakistan,6,6,NA,21,3,0,6,5,0,NA,0,0,0,3,Sarfraz Ahmad,Kashif Ali,35,5.833333333333333,0,PAK,8.39,2.33,72,South Asia,Lower middle income,NA,12.342857142857143
2018,Bolivia,6,5,1,27,1,0,3,2,0,NA,0,0,0,3,Felix Cepeda Ayaviri,Ismael Chavez Guevara,33,5.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2018,North Macedonia,6,3,3,20,2,0,3,1,1,NA,0,0,0,2,Aleksa Malcheski,Daniel Velinov,27,4.5,0,MKD,43.85,NA,NA,NA,NA,NA,NA
2018,Nigeria,3,3,NA,19,3,0,2,0,2,NA,0,0,0,2,Stephen Ejugwu Onah,Solomon Gboyega Ojo,26,8.666666666666666,0,NGA,11.81,0.42,65.78,Sub-Saharan Africa,Lower middle income,NA,7.590000000000001
2018,Trinidad and Tobago,3,2,1,9,5,0,8,3,1,NA,0,0,0,1,Indra Haraksingh,Jagdesh Ramnanan,26,8.666666666666666,0,TTO,NA,3.64,98.54553,Latin America & Caribbean,High income: nonOECD,NA,11.370638076923077
2018,Myanmar,6,6,NA,14,2,0,6,1,0,NA,0,0,0,2,Saw Win Maung,Aung Kyaw,23,3.8333333333333335,0,MMR,20.39,1.99,98.65081,East Asia & Pacific,Low income,NA,25.73499391304348
2018,Kosovo,6,6,NA,14,1,0,3,1,2,NA,0,0,0,2,Faton Berisha,Valmir Krasniqi,21,3.5,0,NA,NA,NA,NA,NA,NA,NA,NA
2018,Panama,4,4,NA,14,1,0,6,0,0,NA,0,0,0,2,Naicolette Agudo,NA,21,5.25,0,PAN,NA,3.45,99.1,Latin America & Caribbean,Upper middle income,NA,18.876190476190477
2018,Uzbekistan,3,3,NA,16,4,0,1,0,0,NA,0,0,0,2,Shukhrat Ismailov,Muratkhon Sharakhimov,21,7,0,UZB,9.96,4.84,100,Europe & Central Asia,Lower middle income,NA,14.285714285714286
2018,Montenegro,4,3,1,8,7,0,4,1,0,NA,0,0,0,1,Goran Popivoda,Gojko Jelovac,20,5,0,MNE,58.18,NA,97.42,Europe & Central Asia,Upper middle income,NA,19.484
2018,El Salvador,2,2,NA,14,3,0,2,1,0,NA,0,0,0,2,Gabriel Alexander Chicas Reyes,Rodrigo Alberto Vásquez Posada,20,10,0,SLV,28.03,3.61,97.97,Latin America & Caribbean,Lower middle income,NA,9.797
2018,Chile,4,3,1,1,2,0,14,2,0,NA,0,0,0,2,Hernan Burgos,Jacinto Larenas,19,4.75,0,CHL,91.2,5.47,98.54553,Latin America & Caribbean,High income: OECD,NA,20.746427368421053
2018,Algeria,4,4,NA,10,2,0,4,1,1,NA,0,0,0,0,Abdallah Rahmani,Djamel Aouadi,18,4.5,0,DZA,53.16,5.81,97.43,NA,NA,NA,21.651111111111113
2018,Luxembourg,2,2,NA,7,3,0,4,0,0,NA,0,0,0,1,Charles Leytem,Pascal Zeihen,14,7,0,LUX,19.39,3.66,99.67011,Europe & Central Asia,High income: OECD,NA,14.238587142857142
2018,Ghana,5,3,2,8,3,0,2,0,0,NA,0,0,0,0,Mawuenyega Dogoe,NA,13,2.6,0,GHA,16.02,3.02,92.49097,Sub-Saharan Africa,Lower middle income,NA,35.57345
2018,Botswana,6,3,3,7,0,0,4,1,0,NA,0,0,0,1,Mmoloki Lekhutlile,Mathews Masole,12,2,0,BWA,NA,7.91,75.92827,Sub-Saharan Africa,Upper middle income,NA,37.964135
2018,Paraguay,6,5,1,7,0,0,2,3,0,NA,0,0,0,0,Juan José Cáceres Silva,Darío De Jesús Torres Herebia,12,2,0,PRY,NA,3.3,98.28,Latin America & Caribbean,Lower middle income,NA,49.14
2018,Cambodia,6,3,3,11,0,0,0,0,0,NA,0,0,0,0,Ngonn Seam,Karim Ham,11,1.8333333333333333,0,KHM,15.71,2.45,NA,NA,NA,NA,NA
2018,Guatemala,3,3,NA,1,1,0,7,2,0,NA,0,0,0,1,NA,Carlos Adrián Ramírez Álvarez,11,3.6666666666666665,0,GTM,17.52,3.13,95,Latin America & Caribbean,Lower middle income,NA,25.90909090909091
2018,Egypt,4,3,1,1,2,0,7,0,0,NA,0,0,0,1,Walid Gomaa,Fatma Mohamed,10,2.5,0,NA,36.72,NA,89.90199,Middle East & North Africa,Lower middle income,NA,35.960796
2018,Iraq,6,5,1,7,0,0,1,1,0,NA,0,0,0,0,Cuneyt Kilic,Muhammed Celiktas,9,1.5,0,IRQ,NA,NA,89.90199,Middle East & North Africa,Upper middle income,NA,59.93466
2018,Uganda,4,2,2,8,0,0,0,0,1,NA,0,0,0,0,Jasper Okello,Namuddu Assumpta Kasamba,9,2.25,0,UGA,NA,2.13,89.39631,Sub-Saharan Africa,Low income,NA,39.73169333333333
2018,Ivory Coast,6,6,NA,8,0,0,0,0,0,NA,0,0,0,1,Adama Coulibaly,Aboubacar Camara,8,1.3333333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA
2018,Uruguay,4,4,NA,0,3,0,1,3,0,NA,0,0,0,0,Guillermo Stock,Javier Peraza,7,1.75,0,URY,60.28,4.6,98.87,NA,NA,NA,56.49714285714286
2018,Honduras,3,1,2,2,1,0,2,1,0,NA,0,0,0,0,José Alberto Fajardo Tejada,Edgar Vásquez  Alberto,6,2,0,HND,26.21,6.06,96.52,Latin America & Caribbean,Lower middle income,NA,48.26
2018,Nepal,6,6,NA,2,0,0,1,2,0,NA,0,0,0,0,Deepak Bastola,Mahendra Lal Shrestha,5,0.8333333333333334,0,NPL,13.01,3.66,92.39381,South Asia,Low income,NA,110.87257199999999
2018,Venezuela,1,NA,1,1,1,0,0,0,0,NA,0,0,0,0,Rafael Sánchez,José Nieto,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA
2018,Tanzania,3,3,NA,1,0,0,0,0,0,NA,0,0,0,0,Ertugrul Tarhan,Jennete Lucy D'Mello,1,0.3333333333333333,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Republic of Korea,6,5,1,42,39,1,42,22,24,NA,6,0,0,0,Yongjin Song,Suyoung Choi,170,28.333333333333332,1,NA,93.72,4.33,98.64629,East Asia & Pacific,High income: OECD,0.7216666666666667,3.481633764705882
2017,People's Republic of China,6,6,NA,42,25,0,42,19,31,NA,5,1,0,0,Yijun Yao,Sihui Zhang,159,26.5,1,NA,NA,NA,NA,NA,NA,NA,NA
2017,Vietnam,6,6,NA,42,36,0,42,21,14,NA,4,1,1,0,Anh Vinh Lê,Bá Khánh Trình Lê,155,25.833333333333332,1,NA,NA,NA,NA,NA,NA,NA,NA
2017,United States of America,6,6,NA,42,29,0,42,23,12,NA,3,3,0,0,Po-Shen Loh,Brian Lawrence,148,24.666666666666668,1,NA,88.17,5.09,NA,North America,High income: OECD,0.8483333333333333,NA
2017,Islamic Republic of Iran,6,6,NA,42,32,0,42,17,9,NA,2,3,1,0,Omid Hatami Varzaneh,Seyed Hesam Firouzi,142,23.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2017,Japan,6,6,NA,41,21,0,42,23,7,NA,2,2,2,0,Yasuo Morita,Keiko Tasaki,134,22.333333333333332,1,JPN,62.46,3.13,98.64629,East Asia & Pacific,High income: OECD,0.5216666666666666,4.416998059701492
2017,Singapore,6,6,NA,42,26,0,37,22,4,NA,2,1,2,1,Yan Loi Wong,Xinghuan Ai,131,21.833333333333332,0.8333333333333334,SGP,84.79,2.76,100,East Asia & Pacific,High income: nonOECD,0.5519999999999999,4.580152671755726
2017,Thailand,6,6,NA,41,30,0,42,17,1,NA,3,0,2,1,Wittawat Kositwattanarerk,Dungjade Shiowattana,131,21.833333333333332,0.8333333333333334,THA,47.72,3.47,NA,NA,NA,0.6940000000000001,NA
2017,Taiwan,6,6,NA,40,31,0,42,7,10,NA,1,4,1,0,Chu-Lan Kao,Wen-Ching Yu,130,21.666666666666668,1,NA,NA,NA,NA,NA,NA,NA,NA
2017,United Kingdom,6,5,1,42,17,5,42,8,16,NA,3,0,2,1,Geoff Smith,Dominic Yeo,130,21.666666666666668,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2017,Russian Federation,6,6,NA,42,26,7,37,8,8,NA,1,3,2,0,Nazar Agakhanov,Dmitry Tereshin,128,21.333333333333332,1,RUS,81.71,4.69,99.65887,Europe & Central Asia,High income: nonOECD,0.7816666666666667,4.67150953125
2017,Georgia,6,6,NA,42,22,0,42,18,3,NA,1,2,3,0,George Chelidze,Givi Nadibaidze,127,21.166666666666668,1,GEO,62.75,3.52,100,Europe & Central Asia,Lower middle income,0.5866666666666667,4.724409448818897
2017,Greece,6,6,NA,42,33,0,42,9,1,NA,1,4,1,0,Anargyros Fellouris,Silouanos Brazitikos,127,21.166666666666668,1,GRC,135.33,3.48,99.65887,Europe & Central Asia,High income: OECD,0.58,4.708293070866141
2017,Belarus,6,6,NA,40,23,1,42,16,0,NA,1,1,4,0,Igor Voronovich,Mikhail Karpuk,122,20.333333333333332,1,BLR,91.33,4.8,99.65887,Europe & Central Asia,Upper middle income,0.7999999999999999,4.901255901639344
2017,Czech Republic,6,6,NA,42,26,4,34,16,0,NA,1,2,2,1,Josef Tkadlec,Jaroslav Zhouf,122,20.333333333333332,0.8333333333333334,NA,NA,NA,NA,NA,NA,NA,NA
2017,Ukraine,6,6,NA,42,30,0,36,10,4,NA,1,2,2,1,Bogdan Rublov,Andrii Pankov,122,20.333333333333332,0.8333333333333334,UKR,80.2,5.42,99.65887,Europe & Central Asia,Lower middle income,1.084,4.901255901639344
2017,Philippines,6,6,NA,42,25,0,42,11,0,NA,0,3,3,0,Richard Eden,Louie John Vallejo,120,20,1,PHL,35.41,3.96,98.64629,East Asia & Pacific,Lower middle income,0.66,4.9323144999999995
2017,Bulgaria,6,5,1,40,31,0,42,1,2,NA,0,4,2,0,Peter Boyvalenkov,Emil Kolev,116,19.333333333333332,1,BGR,81.22,4.08,99.65887,Europe & Central Asia,Upper middle income,0.68,5.1547691379310345
2017,Italy,6,6,NA,42,22,0,34,18,0,NA,2,1,1,2,Roberto Dvornicich,Ludovico Pernazza,116,19.333333333333332,0.6666666666666666,ITA,62.7,4.04,99.65887,Europe & Central Asia,High income: OECD,1.01,5.1547691379310345
2017,Netherlands,6,6,NA,41,21,0,39,15,0,NA,1,2,1,1,Quintijn Puite,Birgit van Dalen,116,19.333333333333332,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
2017,Serbia,6,5,1,40,30,0,42,4,0,NA,0,4,2,0,Dušan Đukić,Bojan Bašić,116,19.333333333333332,1,SRB,67.58,3.71,99.65887,Europe & Central Asia,Upper middle income,0.6183333333333333,5.1547691379310345
2017,Hungary,6,5,1,40,22,0,34,16,3,NA,2,1,1,1,József Pelikán,Sándor Dobos,115,19.166666666666668,0.6666666666666666,HUN,49.91,4.65,99.65887,Europe & Central Asia,Upper middle income,1.1625,5.199593217391303
2017,Poland,6,6,NA,39,23,0,42,9,2,NA,1,0,5,0,Michał Pilipczuk,Andrzej Grzesik,115,19.166666666666668,1,POL,70.62,4.57,99.65887,Europe & Central Asia,High income: OECD,0.7616666666666667,5.199593217391303
