"Region","Country","Target","Indicator Number","Indicator Name","Year","Value","Metadata"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2014","97.64","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, National, December"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2015","98.08","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, National, December"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2016","98.28","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, National, December"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2017","98.21","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, National, December"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","98.64","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, National, December"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","98.25","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, National, December"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","98.42","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, National, December"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","98.84","SOURCE: ECLAC based on Encuesta de Empleo, Subempleo y Desempleo en el Area Urbana y Rural, National, December"
"SDG: Latin America and the Caribbean","Ecuador","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2022","99.03","SOURCE: ECLAC based on Encuesta Nacional de Empleo, Desempleo y Subempleo (ENEMDU), National, Annual"
"SDG: Northern Africa and Western Asia","Egypt","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2014","90.87","SOURCE: Egypt DHS 2014. The survey collected data on school attendance for age 6-24 and educational attainment for age 6 and above."
"SDG: Northern Africa and Western Asia","Egypt","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2015","91.38","SOURCE: Egypt HIECS 2015 (GEMR)."
"SDG: Northern Africa and Western Asia","Egypt","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2017","93.69","SOURCE: Egypt HIECS 2017 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2015","97.53","SOURCE: Spain EU-LFS 2015 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2017","98.27","SOURCE: Spain EU-LFS 2017 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","97.88","SOURCE: Spain EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","97.97","SOURCE: Spain EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","98.42","SOURCE: Spain EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Spain","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","98.61","SOURCE: Spain EU-LFS 2021 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2013","99.09","SOURCE: Estonia EU-LFS 2013 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2014","99.56","SOURCE: Estonia EU-LFS 2014 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2015","99.41","SOURCE: Estonia EU-LFS 2015 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2016","99.47","SOURCE: Estonia EU-LFS 2016 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2017","99.53","SOURCE: Estonia EU-LFS 2017 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.45","SOURCE: Estonia EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.52","SOURCE: Estonia EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.24","SOURCE: Estonia EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Estonia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","99.75","SOURCE: Estonia EU-LFS 2021 (GEMR)."
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2016","49.31","SOURCE: Ethiopia DHS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Ethiopia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","55.65","SOURCE: Ethiopian Socioeconomic Survey (ESS) 2018-19. The survey collected data on school attendance and educational attainment for age 4 and above."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2013","99.86","SOURCE: Finland EU-LFS 2013 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2014","99.84","SOURCE: Finland EU-LFS 2014 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2015","99.28","SOURCE: Finland EU-LFS 2015 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2016","99.70","SOURCE: Finland EU-LFS 2016 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2017","99.64","SOURCE: Finland EU-LFS 2017 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.73","SOURCE: Finland EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.65","SOURCE: Finland EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.54","SOURCE: Finland EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","Finland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","99.77","SOURCE: Finland EU-LFS 2021 (GEMR)."
"SDG: Oceania","Fiji","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","98.44","SOURCE: Fiji MICS 2021. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2013","99.42","SOURCE: France EU-LFS 2013 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2014","99.23","SOURCE: France EU-LFS 2014 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2015","99.47","SOURCE: France EU-LFS 2015 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2016","99.34","SOURCE: France EU-LFS 2016 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2017","99.18","SOURCE: France EU-LFS 2017 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.41","SOURCE: France EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.39","SOURCE: France EU-LFS 2019 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","99.08","SOURCE: France EU-LFS 2020 (GEMR)."
"SDG: Europe and Northern America","France","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","99.14","SOURCE: France EU-LFS 2021 (GEMR)."
"SDG: Sub-Saharan Africa","Gabon","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2021","73.61","SOURCE: Gabon DHS 2019-21. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2013","99.70","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2013 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2014","99.96","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2014 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2015","99.97","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2015 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2016","99.86","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2016 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2017","99.70","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2017 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.80","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2018 (GEMR)."
"SDG: Europe and Northern America","United Kingdom of Great Britain and Northern Ireland","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","99.80","SOURCE: United Kingdom of Great Britain and Northern Ireland EU-LFS 2019 (GEMR)."
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2013","100.00","SOURCE: Georgia HIES 2013 (GEMR)."
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2016","100.00","SOURCE: Georgia HIES 2016 (GEMR)."
"SDG: Northern Africa and Western Asia","Georgia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","99.91","SOURCE: Georgia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2014","65.83","SOURCE: Ghana DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2017","70.96","SOURCE: Ghana MICS 2017-18. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Ghana","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2022","71.44","SOURCE: Ghana DHS 2022. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above."
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2016","53.69","SOURCE: Guinea MICS 2016. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Guinea","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","45.14","SOURCE: Guinea DHS 2018. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2013","61.99","SOURCE: Gambia DHS 2013. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2018","65.52","SOURCE: Gambia MICS 2018. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Gambia","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2020","63.77","SOURCE: Gambia DHS 2019-20. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above."
"SDG: Sub-Saharan Africa","Guinea-Bissau","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2014","29.15","SOURCE: Guinea-Bissau MICS 2014. The survey collected data on school attendance for age 5-24 and educational attainment for age 5 and above."
"SDG: Sub-Saharan Africa","Guinea-Bissau","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2019","44.69","SOURCE: Guinea-Bissau MICS 2019 (GEMR)."
"SDG: Europe and Northern America","Greece","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2013","98.33","SOURCE: Greece EU-LFS 2013 (GEMR)."
"SDG: Europe and Northern America","Greece","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2014","98.60","SOURCE: Greece EU-LFS 2014 (GEMR)."
"SDG: Europe and Northern America","Greece","4.1","4.1.2","Completion rate, primary education, both sexes (%)","2015","98.91","SOURCE: Greece EU-LFS 2015 (GEMR)."
